Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
P25976,UBF1_MOUSE,Nucleolar transcription factor 1,Mus musculus (Mouse),"nucleolus IDA, nucleus ISO, fibrillar center ISO","GO:0001650, GO:0005730, GO:0005634","RNA polymerase I general transcription initiation factor activity ISO, RNA polymerase I core promoter sequence-specific DNA binding ISO, RNA polymerase I cis-regulatory region sequence-specific DNA binding ISO, chromatin binding ISS, scaffold protein binding ISO","GO:0003682, GO:0097110, GO:0001165, GO:0001164, GO:0001181","transcription elongation from RNA polymerase I promoter IDA, rDNA heterochromatin assembly IMP, positive regulation of transcription by RNA polymerase I IDA, transcription initiation from RNA polymerase I promoter ISO, cellular response to leukemia inhibitory factor IEP, transcription by RNA polymerase I ISO","GO:1990830, GO:0006362, GO:0006360, GO:0006361, GO:0000183, GO:0045943"," Transcription,  Acetylation,  DNA-binding, Nucleus, 3D-structure,  Activator,  Repeat,  Phosphoprotein,  Alternative splicing, Transcription regulation,  Reference proteome"
P26361,FT,Cystic fibrosis transmembrane conductance regulator,Mus musculus (Mouse),"chloride channel complex IEA, recycling endosome membrane IEA, nucleus ISS, protein-containing complex ISO, neuronal cell body ISO, plasma membrane IDA, dendrite ISO, early endosome membrane IEA, membrane IBA, cell surface ISO, cytoplasmic vesicle membrane ISO, cytosol IDA, early endosome ISS, basolateral plasma membrane ISO, apical plasma membrane IDA, endoplasmic reticulum membrane ISS, integral component of membrane ISS, integral component of plasma membrane IMP, cytoplasm ISO, recycling endosome ISO, microvillus ISO","GO:0005887, GO:0030425, GO:0009986, GO:0005769, GO:0031901, GO:0005634, GO:0016020, GO:0016324, GO:0043025, GO:0016021, GO:0016323, GO:0032991, GO:0005789, GO:0034707, GO:0005902, GO:0005829, GO:0030659, GO:0055037, GO:0005737, GO:0055038, GO:0005886","ATPase activity ISS, chaperone binding ISO, Sec61 translocon complex binding ISO, chloride channel activity IDA, PDZ domain binding ISO, bicarbonate transmembrane transporter activity IMP, chloride channel inhibitor activity ISS, isomerase activity IEA, chloride transmembrane transporter activity IMP, ATP binding IEA, enzyme binding ISO, intracellularly ATP-gated chloride channel activity ISS, ATPase-coupled transmembrane transporter activity IBA","GO:0015106, GO:0106138, GO:0005254, GO:0019869, GO:0005524, GO:0015108, GO:0030165, GO:0042626, GO:0005260, GO:0016853, GO:0019899, GO:0051087, GO:0016887","iodide transport ISO, sperm capacitation IMP, cellular response to forskolin ISS, cholesterol biosynthetic process IMP, positive regulation of insulin secretion involved in cellular response to glucose stimulus IMP, response to endoplasmic reticulum stress ISS, water transport ISO, positive regulation of cyclic nucleotide-gated ion channel activity IMP, cellular response to cAMP IDA, membrane hyperpolarization IMP, chloride transport IGI, intracellular pH elevation IMP, negative regulation of type B pancreatic cell development ISO, positive regulation of exocytosis IMP, bicarbonate transport ISS, vesicle docking involved in exocytosis IMP, multicellular organismal water homeostasis ISS, negative regulation of vascular associated smooth muscle cell apoptotic process ISO, positive regulation of mast cell activation ISO, positive regulation of voltage-gated chloride channel activity ISO, transepithelial chloride transport ISO, chloride transmembrane transport IDA, positive regulation of blood vessel diameter ISO, vasodilation ISO, positive regulation of establishment of Sertoli cell barrier ISO, cholesterol transport IMP, transmembrane transport IBA, transepithelial water transport ISS, lung development ISO","GO:0071320, GO:0006833, GO:0035774, GO:0034976, GO:0030324, GO:0048240, GO:0051454, GO:1904322, GO:2000077, GO:0045921, GO:0015701, GO:0006821, GO:1902161, GO:0097755, GO:1902476, GO:0042311, GO:0055085, GO:1902943, GO:0050891, GO:0006695, GO:0006904, GO:1905460, GO:0033005, GO:1904446, GO:0030301, GO:0035377, GO:0060081, GO:0015705, GO:0030321"," Glycoprotein,  Nucleus,  Transmembrane,  ATP-binding,  Alternative splicing,  Ion transport, 3D-structure, Nucleotide-binding,  Membrane,  Transport,  Lipoprotein,  Chloride,  Palmitate,  Phosphoprotein, Repeat,  Reference proteome,  Isomerase, Ion channel,  Endoplasmic reticulum,  Cell membrane, Chloride channel,  Ubl conjugation,  Endosome,  Transmembrane helix"
P28063,PSB8_MOUSE,Proteasome subunit beta type-8,Mus musculus (Mouse),"proteasome complex ISO, proteasome core complex IDA, cytoplasm IBA, cytosol TAS, proteasome core complex, beta-subunit complex ISS, nucleoplasm TAS, spermatoproteasome complex IDA, nucleus IBA","GO:0005654, GO:0019774, GO:0005737, GO:0005839, GO:0005829, GO:0005634, GO:1990111, GO:0000502","endopeptidase activity IBA, threonine-type endopeptidase activity IEA","GO:0004175, GO:0004298","fat cell differentiation IMP, proteasome-mediated ubiquitin-dependent protein catabolic process IBA, regulation of endopeptidase activity ISO, antigen processing and presentation IMP, proteasomal ubiquitin-independent protein catabolic process IBA, proteasomal protein catabolic process IBA","GO:0043161, GO:0045444, GO:0052548, GO:0010499, GO:0019882, GO:0010498","Polymorphism,  Threonine protease,  Nucleus,  Hydrolase, 3D-structure,  Cytoplasm,  Differentiation,  Proteasome, Zymogen,  Reference proteome,  Immunity,  Protease"
P29352,PTN22_MOUSE,Tyrosine-protein phosphatase non-receptor type 22,Mus musculus (Mouse),"nucleus IDA, perinuclear region of cytoplasm ISS, cytoplasmic side of plasma membrane IDA, cytoplasm IDA","GO:0048471, GO:0005737, GO:0005634, GO:0009898","protein tyrosine phosphatase activity ISS, kinase binding IPI, non-membrane spanning protein tyrosine phosphatase activity IBA, phosphatase activity ISO, protein tyrosine kinase binding ISO, SH3 domain binding IPI, ubiquitin protein ligase binding ISO","GO:0004725, GO:0031625, GO:0004726, GO:1990782, GO:0019900, GO:0017124, GO:0016791","lipopolysaccharide-mediated signaling pathway ISO, positive regulation of toll-like receptor 7 signaling pathway IMP, positive regulation of interferon-gamma production ISO, negative regulation of gene expression IMP, peptidyl-tyrosine dephosphorylation IBA, positive regulation of protein K63-linked ubiquitination IMP, negative regulation of autophagy ISO, positive regulation of toll-like receptor 4 signaling pathway IMP, response to lipopolysaccharide ISO, positive regulation of type I interferon production ISO, regulation of natural killer cell proliferation ISS, positive regulation of interferon-beta production IMP, negative regulation of T cell activation IMP, protein dephosphorylation IMP, T cell differentiation IMP, phosphoanandamide dephosphorylation IDA, positive regulation of granzyme B production IMP, negative regulation of interleukin-8 production IMP, cellular response to muramyl dipeptide IDA, regulation of calcium ion transmembrane transport ISO, negative regulation of interleukin-6 production IMP, autophagy IEA, positive regulation of toll-like receptor 9 signaling pathway IMP, regulation of peptidyl-tyrosine phosphorylation ISO, regulation of NIK/NF-kappaB signaling IMP, positive regulation of CD8-positive, alpha-beta T cell proliferation IMP, positive regulation of interferon-alpha production IMP, positive regulation of protein import into nucleus IMP, negative regulation of tumor necrosis factor production IMP, negative regulation of p38MAPK cascade IMP, negative regulation of JUN kinase activity ISO, positive regulation of gene expression IMP, negative regulation of T cell receptor signaling pathway ISS, positive regulation of ERK1 and ERK2 cascade IMP, positive regulation of defense response to virus by host IMP, T cell receptor signaling pathway IMP, regulation of leukocyte migration IMP, negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway IMP, positive regulation of toll-like receptor 3 signaling pathway IMP","GO:1903169, GO:0010628, GO:0010507, GO:0032717, GO:0032729, GO:1902523, GO:0031663, GO:0006914, GO:1903753, GO:0042307, GO:0050868, GO:0032727, GO:0006470, GO:0043508, GO:0032720, GO:0050860, GO:0030217, GO:0032481, GO:0071663, GO:0002685, GO:0032496, GO:0034157, GO:0050730, GO:0010629, GO:0035644, GO:0034165, GO:0032715, GO:0032817, GO:0002230, GO:2000566, GO:0070433, GO:0070374, GO:0050852, GO:0071225, GO:1901222, GO:0034141, GO:0035335, GO:0032728, GO:0034145"," Hydrolase, 3D-structure,  Cytoplasm, Protein phosphatase,  Phosphoprotein,  Autophagy,  Immunity,  Reference proteome"
P35546,FT,Proto-oncogene tyrosine-protein kinase receptor Ret,Mus musculus (Mouse),"dendrite ISO, early endosome ISO, endosome membrane ISO, axon ISO, receptor complex ISO, neuronal cell body ISO, membrane raft ISO, plasma membrane ISS, plasma membrane protein complex ISO, integral component of plasma membrane ISO","GO:0005887, GO:0045121, GO:0030425, GO:0043025, GO:0005769, GO:0098797, GO:0043235, GO:0030424, GO:0010008, GO:0005886","transmembrane receptor protein tyrosine kinase activity IDA, ATP binding IEA, calcium ion binding ISO","GO:0005509, GO:0005524, GO:0004714","activation of cysteine-type endopeptidase activity involved in apoptotic process ISO, regulation of axonogenesis IMP, embryonic epithelial tube formation IDA, activation of MAPK activity ISS, ureteric bud development IMP, transmembrane receptor protein tyrosine kinase signaling pathway IGI, innervation ISO, nervous system development IMP, positive regulation of cell size IMP, Peyer's patch morphogenesis IMP, neuron cell-cell adhesion IDA, regulation of cell adhesion ISO, positive regulation of protein kinase B signaling ISS, glial cell-derived neurotrophic factor receptor signaling pathway ISS, homophilic cell adhesion via plasma membrane adhesion molecules IEA, multicellular organism development IBA, ureter maturation IMP, response to pain IMP, neuron maturation IMP, positive regulation of transcription, DNA-templated IMP, positive regulation of neuron projection development ISO, positive regulation of extrinsic apoptotic signaling pathway in absence of ligand ISO, positive regulation of kinase activity IBA, positive regulation of metanephric glomerulus development IMP, MAPK cascade IGI, positive regulation of neuron maturation ISO, enteric nervous system development IMP, neuron differentiation IMP, positive regulation of cell migration ISO, positive regulation of peptidyl-serine phosphorylation of STAT protein IDA, positive regulation of gene expression IMP, neural crest cell migration IMP, positive regulation of cell adhesion mediated by integrin ISO, response to drug IEA, positive regulation of MAPK cascade ISO, cellular response to retinoic acid ISO, anatomical structure morphogenesis TAS, retina development in camera-type eye IEA, membrane protein proteolysis ISO","GO:0035860, GO:0035799, GO:0060384, GO:0001755, GO:0010628, GO:0060041, GO:0007156, GO:0030335, GO:0000187, GO:0042551, GO:0048484, GO:0043410, GO:0007169, GO:0001838, GO:0006919, GO:0014042, GO:0042493, GO:0000165, GO:0030182, GO:0007275, GO:0061146, GO:0010976, GO:0033674, GO:0071300, GO:0033619, GO:0033141, GO:0045793, GO:0030155, GO:0009653, GO:0051897, GO:0072300, GO:0050770, GO:0007158, GO:0007399, GO:0045893, GO:0048265, GO:2001241, GO:0033630, GO:0001657"," Glycoprotein,  Transferase,  Disulfide bond, 3D-structure, Signal,  Transmembrane,  Cell adhesion,  Proto-oncogene,  ATP-binding,  Alternative splicing,  Endosome,  Kinase, Cell membrane,  Phosphoprotein, Nucleotide-binding,  Reference proteome,  Membrane,  Transmembrane helix, Tyrosine-protein kinase"
P35601,RFC1_MOUSE,Replication factor C subunit 1,Mus musculus (Mouse),"cytoplasm ISO, nucleolus ISO, protein-containing complex ISO, nucleus IDA, DNA replication factor C complex ISO, nucleoplasm ISO, Elg1 RFC-like complex ISS","GO:0005663, GO:0005654, GO:0005737, GO:0032991, GO:0005634, GO:0031391, GO:0005730","protein domain specific binding ISO, DNA binding IBA, DNA clamp loader activity IEA, DNA clamp unloader activity ISS, ATP binding IEA, sequence-specific DNA binding ISO, double-stranded DNA binding ISO","GO:0043565, GO:0003689, GO:0005524, GO:0061860, GO:0019904, GO:0003690, GO:0003677","DNA repair IEA, negative regulation of transcription by RNA polymerase II ISO, DNA clamp unloading ISS, negative regulation of transcription, DNA-templated ISO, DNA replication IEA, positive regulation of transcription, DNA-templated ISO","GO:0000122, GO:0090618, GO:0045892, GO:0045893, GO:0006260, GO:0006281"," DNA replication,  Transcription, Reference proteome,  DNA-binding,  Nucleus, Activator,  Transcription regulation,  ATP-binding,  Alternative splicing,  Phosphoprotein,  Nucleotide-binding, Isopeptide bond, Ubl conjugation"
P37804,TAGL_MOUSE,Transgelin,Mus musculus (Mouse),cytoplasm IEA,GO:0005737,actin filament binding IEA,GO:0051015,epithelial cell differentiation ISO,GO:0030855," Muscle protein,  Acetylation, Phosphoprotein,  Methylation, 3D-structure,  Cytoplasm,  Reference proteome"
P40646,SOX7_MOUSE,Transcription factor SOX-7,Mus musculus (Mouse),"nucleus IDA, nuclear chromatin IBA, cytoplasm IDA","GO:0005737, GO:0000790, GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding IBA, sequence-specific double-stranded DNA binding ISO, DNA-binding transcription factor activity IDA, sequence-specific DNA binding IDA, transcription regulatory region sequence-specific DNA binding IDA, DNA-binding transcription factor activity, RNA polymerase II-specific IDA","GO:1990837, GO:0043565, GO:0000978, GO:0003700, GO:0000976, GO:0000981","positive regulation of transcription, DNA-templated IDA, cell differentiation IBA, endoderm formation ISO, positive regulation of cysteine-type endopeptidase activity involved in apoptotic process ISO, negative regulation of transcription, DNA-templated ISO, regulation of canonical Wnt signaling pathway ISO, negative regulation of cell population proliferation ISO, anatomical structure morphogenesis IBA, regulation of transcription, DNA-templated IBA, regulation of transcription by RNA polymerase II IDA","GO:0006355, GO:0001706, GO:0043280, GO:0045892, GO:0045893, GO:0006357, GO:0060828, GO:0009653, GO:0030154, GO:0008285"," DNA-binding,  Nucleus, Activator, Transcription,  Transcription regulation,  Cytoplasm,  Reference proteome"
P46656,ADX_MOUSE,"Adrenodoxin, mitochondrial",Mus musculus (Mouse),"mitochondrial matrix ISS, mitochondrion HDA, mitochondrial crista ISO","GO:0005739, GO:0005759, GO:0030061","iron ion binding ISO, electron transfer activity ISS, 2 iron, 2 sulfur cluster binding ISS, enzyme binding ISO","GO:0019899, GO:0005506, GO:0051537, GO:0009055","steroid biosynthetic process IEA, positive regulation of oxidoreductase activity ISO, hormone biosynthetic process ISS, cellular response to forskolin IDA, cellular response to cAMP IDA, regulation of catalytic activity ISO, cholesterol metabolic process ISS, NADPH oxidation ISO","GO:0071320, GO:1904322, GO:0006694, GO:0008203, GO:0070995, GO:0050790, GO:0051353, GO:0042446"," Acetylation, Phosphoprotein,  Steroid metabolism, Sterol metabolism,  Iron,  Metal-binding,  Mitochondrion,  Transit peptide, 2Fe-2S,  Cholesterol metabolism, Iron-sulfur,  Lipid metabolism,  Reference proteome,  Steroidogenesis,  Transport,  Electron transport"
P50294,ARY1_MOUSE,Arylamine N-acetyltransferase 1,Mus musculus (Mouse),cytosol ISO,GO:0005829,arylamine N-acetyltransferase activity IDA,GO:0004060,"liver development IEA, aging IEA, response to thyroxine IEA","GO:0097068, GO:0001889, GO:0007568"," Transferase,  Acyltransferase, Acetylation,  Cytoplasm,  Reference proteome"
P51125,ICAL_MOUSE,Calpastatin,Mus musculus (Mouse),"endoplasmic reticulum ISO, membrane IDA, cytoplasm ISO, cytosol ISO, postsynaptic density ISO, nucleus ISO","GO:0005783, GO:0014069, GO:0005737, GO:0005829, GO:0005634, GO:0016020","protease binding ISO, calcium-dependent cysteine-type endopeptidase inhibitor activity ISO","GO:0010859, GO:0002020","negative regulation of catalytic activity ISO, negative regulation of cell cycle arrest ISO, protein catabolic process ISA, egg activation ISO, inhibition of cysteine-type endopeptidase activity ISO, negative regulation of type B pancreatic cell apoptotic process ISO, negative regulation of peptidase activity IGI","GO:0043086, GO:0007343, GO:2000675, GO:0097340, GO:0071157, GO:0010466, GO:0030163","Protease inhibitor, Acetylation,  Thiol protease inhibitor,  Repeat,  Isopeptide bond,  Phosphoprotein,  Alternative splicing,  Reference proteome, Ubl conjugation"
P51491,FT,Short-wave-sensitive opsin 1,Mus musculus (Mouse),"photoreceptor outer segment IDA, photoreceptor inner segment IEA, perinuclear region of cytoplasm IEA, cell body ISO, integral component of plasma membrane IBA, terminal bouton ISO","GO:0005887, GO:0001917, GO:0044297, GO:0048471, GO:0001750, GO:0043195",G protein-coupled photoreceptor activity IBA,GO:0008020,"protein-chromophore linkage IEA, cellular response to light stimulus IBA, visual perception IEA, cellular response to UV-A IEA, G protein-coupled receptor signaling pathway IBA, phototransduction IBA","GO:0071492, GO:0007186, GO:0007602, GO:0007601, GO:0018298, GO:0071482"," Glycoprotein,  Retinal protein, G-protein coupled receptor,  Transducer, Vision,  Disulfide bond,  Cytoplasm,  Transmembrane,  Phosphoprotein, Photoreceptor protein, Cell membrane,  Receptor,  Reference proteome, Sensory transduction,  Membrane,  Chromophore,  Cell projection,  Transmembrane helix"
P51830,ADCY9_MOUSE,Adenylate cyclase type 9,Mus musculus (Mouse),"dendrite ISO, membrane IDA, integral component of membrane ISS, axon ISO, integral component of plasma membrane ISS","GO:0005887, GO:0030425, GO:0016021, GO:0030424, GO:0016020","ATP binding IEA, adenylate cyclase activity IDA, metal ion binding IEA","GO:0004016, GO:0005524, GO:0046872","adenylate cyclase-activating G protein-coupled receptor signaling pathway IDA, adenylate cyclase-activating adrenergic receptor signaling pathway ISS, cAMP biosynthetic process IDA","GO:0006171, GO:0007189, GO:0071880"," Glycoprotein, Phosphoprotein,  Cell membrane,  Manganese,  Metal-binding, ATP-binding,  Repeat,  Transmembrane,  Lyase, Transmembrane helix,  Nucleotide-binding,  Reference proteome, Magnesium,  Membrane,  cAMP biosynthesis"
P54099,DPOG1_MOUSE,DNA polymerase subunit gamma-1,Mus musculus (Mouse),"mitochondrial inner membrane HDA, protein-containing complex ISO, mitochondrial nucleoid ISS, terminal bouton ISO, mitochondrion HDA, gamma DNA polymerase complex ISO","GO:0005739, GO:0042645, GO:0005743, GO:0005760, GO:0043195, GO:0032991","3'-5' exonuclease activity ISO, DNA binding ISO, DNA-directed DNA polymerase activity ISO, protease binding ISO, exonuclease activity IDA, chromatin binding ISS","GO:0003682, GO:0004527, GO:0003887, GO:0002020, GO:0003677, GO:0008408","DNA-dependent DNA replication ISO, mitochondrial DNA replication IMP, aging IMP","GO:0006261, GO:0006264, GO:0007568"," Transferase, Reference proteome, DNA replication,  DNA-binding,  Mitochondrion nucleoid,  Nucleotidyltransferase, Mitochondrion,  DNA-directed DNA polymerase,  Magnesium"
P59240,NPHP4_MOUSE,Nephrocystin-4,Mus musculus (Mouse),"ciliary basal body ISO, cell-cell junction ISS, photoreceptor connecting cilium IDA, intracellular membrane-bounded organelle ISO, non-motile cilium IBA, centrosome ISO, ciliary base IDA, ciliary transition zone IDA, photoreceptor distal connecting cilium IDA, ribbon synapse IDA, nuclear body ISO, cytoplasm IDA, bicellular tight junction IEA, cytosol ISO, nucleoplasm ISO","GO:0097470, GO:0036064, GO:0097546, GO:0043231, GO:0005654, GO:0120206, GO:0005911, GO:0005813, GO:0005923, GO:0005737, GO:0016604, GO:0035869, GO:0032391, GO:0005829, GO:0097730",,,"negative regulation of canonical Wnt signaling pathway ISO, flagellated sperm motility IMP, protein localization to ciliary transition zone IBA, retina development in camera-type eye IMP, positive regulation of bicellular tight junction assembly ISO, photoreceptor cell outer segment organization IMP, photoreceptor cell maintenance IMP","GO:0030317, GO:0035845, GO:0090090, GO:1903348, GO:0060041, GO:1904491, GO:0045494","Phosphoprotein, Cell junction,  Cytoplasm,  Tight junction,  Cytoskeleton,  Reference proteome,  Cilium,  Cell projection"
P59279,FT,Ras-related protein Rab-2B,Mus musculus (Mouse),"endoplasmic reticulum membrane IEA, plasma membrane IEA, presynapse ISO, Golgi membrane IBA, Golgi apparatus IBA","GO:0005794, GO:0000139, GO:0098793, GO:0005789, GO:0005886","GTPase activity IEA, GTP binding IEA","GO:0003924, GO:0005525","protein transport IEA, vesicle-mediated transport IEA, positive regulation of exocytosis ISO","GO:0045921, GO:0016192, GO:0015031"," Endoplasmic reticulum, GTP-binding,  Lipoprotein,  Golgi apparatus,  Prenylation,  ER-Golgi transport,  Nucleotide-binding, Cell membrane,  Reference proteome, Protein transport,  Membrane,  Transport"
P61957,SUMO2_MOUSE,Small ubiquitin-related modifier 2 {ECO:0000305},Mus musculus (Mouse),"nucleoplasm TAS, PML body ISS, nucleus ISO","GO:0005654, GO:0016605, GO:0005634","protein tag IBA, ubiquitin protein ligase binding ISS, SUMO transferase activity IDA, retinoid X receptor binding ISO, ubiquitin-like protein ligase binding IBA","GO:0031625, GO:0046965, GO:0044389, GO:0019789, GO:0031386","protein sumoylation IDA, cellular protein localization ISO, positive regulation of protein sumoylation ISO, negative regulation of transcription, DNA-templated ISO, positive regulation of proteasomal ubiquitin-dependent protein catabolic process ISO, positive regulation of transcription by RNA polymerase II IGI","GO:0016925, GO:0032436, GO:0034613, GO:0045944, GO:0045892, GO:0033235"," Ubl conjugation pathway,  Acetylation,  Nucleus, 3D-structure,  Isopeptide bond,  Reference proteome, Ubl conjugation"
P63087,PP1G_MOUSE,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,Mus musculus (Mouse),"PTW/PP1 phosphatase complex ISS, cytoplasm ISO, presynapse ISO, mitochondrion IDA, nucleolus IEA, cleavage furrow IEA, mitochondrial outer membrane IDA, condensed chromosome kinetochore IEA, protein phosphatase type 1 complex IEA, nuclear speck IEA, midbody IEA, nuclear chromosome, telomeric region IEA, dendritic spine ISO, postsynapse ISO, glutamatergic synapse ISO, nucleus IBA","GO:0098978, GO:0032154, GO:0005739, GO:0072357, GO:0030496, GO:0043197, GO:0016607, GO:0098794, GO:0000164, GO:0005737, GO:0000777, GO:0098793, GO:0005741, GO:0005634, GO:0005730, GO:0000784","protein domain specific binding ISO, protein N-terminus binding ISO, lamin binding ISO, protein phosphatase binding ISO, protein phosphatase 1 binding ISO, protein C-terminus binding ISO, metal ion binding IEA, phosphatase activity IDA, protein kinase binding IEA, protein-containing complex binding ISO, protein serine/threonine phosphatase activity IDA","GO:0019903, GO:0004722, GO:0019904, GO:0044877, GO:0008022, GO:0046872, GO:0019901, GO:0047485, GO:0005521, GO:0008157, GO:0016791","glycogen metabolic process IEA, circadian regulation of gene expression IDA, positive regulation of glial cell proliferation ISO, cell cycle IEA, regulation of circadian rhythm IDA, regulation of nucleocytoplasmic transport IMP, entrainment of circadian clock by photoperiod IMP, cell division IEA, neuron differentiation ISS, protein dephosphorylation IDA","GO:0032922, GO:0006470, GO:0043153, GO:0060252, GO:0051301, GO:0042752, GO:0046822, GO:0005977, GO:0007049, GO:0030182"," Nucleus,  Cell division,  Mitochondrion,  Alternative splicing,  Hydrolase, Cytoplasm, 3D-structure,  Cell cycle,  Protein phosphatase, Carbohydrate metabolism,  Direct protein sequencing,  Acetylation,  Glycogen metabolism,  Manganese,  Metal-binding,  Reference proteome,  Centromere, Phosphoprotein,  Biological rhythms, Kinetochore,  Chromosome"
P70193,FT,Leucine-rich repeats and immunoglobulin-like domains protein 1,Mus musculus (Mouse),"integral component of membrane IEA, plasma membrane IEA, extracellular matrix IBA, extracellular space IBA","GO:0031012, GO:0005615, GO:0016021, GO:0005886",,,"otolith morphogenesis IGI, hair cycle process IMP, sensory perception of sound IMP, innervation IGI","GO:0060384, GO:0032474, GO:0022405, GO:0007605"," Glycoprotein, Transmembrane,  Disulfide bond,  Repeat,  Immunoglobulin domain,  Signal, Leucine-rich repeat, Cell membrane,  Reference proteome,  Transmembrane helix,  Membrane"
P70268,PKN1_MOUSE,Serine/threonine-protein kinase N1,Mus musculus (Mouse),"midbody ISS, cleavage furrow ISS, nucleus ISS, endosome ISS, cytoplasmic vesicle IDA, protein-containing complex IDA, cytoplasm IDA","GO:0032154, GO:0031410, GO:0030496, GO:0005768, GO:0005737, GO:0032991, GO:0005634","androgen receptor binding ISS, histone kinase activity (H3-T11 specific) ISS, GTP-Rho binding ISS, protein kinase activity IMP, protein kinase C binding ISO, nuclear receptor transcription coactivator activity ISS, calcium-dependent protein kinase C activity IEA, histone binding ISS, protein serine/threonine kinase activity ISS, ATP binding IEA, Rac GTPase binding ISS, histone deacetylase binding ISS, chromatin binding ISS","GO:0003682, GO:0017049, GO:0035402, GO:0004672, GO:0030374, GO:0005524, GO:0004674, GO:0050681, GO:0005080, GO:0004698, GO:0042826, GO:0042393, GO:0048365","intracellular signal transduction IBA, hyperosmotic response IDA, B cell homeostasis IMP, histone H3-T11 phosphorylation ISS, negative regulation of protein kinase activity IMP, renal system process IMP, B cell apoptotic process IMP, regulation of immunoglobulin production IMP, regulation of cell motility ISS, negative regulation of B cell proliferation IMP, negative regulation of protein phosphorylation IMP, regulation of transcription by RNA polymerase II ISS, peptidyl-serine phosphorylation IBA, spleen development IMP, regulation of germinal center formation IMP, protein phosphorylation ISO, epithelial cell migration ISS","GO:0001782, GO:0001783, GO:0035556, GO:0030889, GO:0006468, GO:0002634, GO:0002637, GO:0006972, GO:0006357, GO:0003014, GO:0010631, GO:0006469, GO:0018105, GO:0001933, GO:0048536, GO:2000145, GO:0035407"," Transcription,  Nucleus,  Cell membrane,  Coiled coil, Acetylation,  Repeat,  Cytoplasm, Serine/threonine-protein kinase,  Transcription regulation, Transferase,  ATP-binding,  Alternative splicing,  Endosome,  Kinase,  Phosphoprotein,  Reference proteome, Nucleotide-binding,  Membrane, Chromatin regulator"
P70388,RAD50_MOUSE,DNA repair protein RAD50,Mus musculus (Mouse),"condensed nuclear chromosome ISO, nuclear chromatin ISO, site of double-strand break ISO, inclusion body ISO, nuclear chromosome, telomeric region ISO, nucleus IDA, perinuclear region of cytoplasm ISO, Mre11 complex ISO, nucleoplasm ISO, pronucleus IDA","GO:0005654, GO:0016234, GO:0005634, GO:0048471, GO:0030870, GO:0000794, GO:0035861, GO:0000790, GO:0045120, GO:0000784","DNA binding ISO, G-quadruplex DNA binding IBA, ATPase activity IEA, identical protein binding ISO, metal ion binding IEA, adenylate kinase activity IBA, ATP binding IEA, protein-containing complex binding ISO, double-stranded DNA binding ISO, single-stranded telomeric DNA binding IBA, double-stranded telomeric DNA binding IBA, protein-macromolecule adaptor activity ISO","GO:0003691, GO:0030674, GO:0005524, GO:0044877, GO:0003690, GO:0042802, GO:0046872, GO:0004017, GO:0043047, GO:0003677, GO:0051880, GO:0016887","DNA recombination ISO, DNA repair ISO, DNA duplex unwinding ISO, nucleic acid phosphodiester bond hydrolysis IBA, double-strand break repair ISO, positive regulation of kinase activity ISO, chromosome organization IMP, positive regulation of telomere maintenance ISO, telomere capping IBA, positive regulation of protein autophosphorylation ISO, chromosome organization involved in meiotic cell cycle IMP, negative regulation of viral entry into host cell ISO, telomere maintenance via telomerase ISO, cellular response to DNA damage stimulus ISO, telomere maintenance via recombination IBA, telomeric 3' overhang formation ISO, regulation of mitotic cell cycle IMP, regulation of mitotic recombination ISO, negative regulation of telomere capping ISO","GO:0046597, GO:0007346, GO:1904354, GO:0007004, GO:0006974, GO:0032508, GO:0033674, GO:0016233, GO:0090305, GO:0051276, GO:0006310, GO:0006302, GO:0070192, GO:0031954, GO:0032206, GO:0000722, GO:0031860, GO:0000019, GO:0006281","Reference proteome,  Nucleus,  Hydrolase, Acetylation,  DNA repair,  DNA damage, Coiled coil, Meiosis,  Metal-binding,  Zinc,  Cell cycle,  Telomere,  ATP-binding,  Alternative splicing,  Phosphoprotein,  Nucleotide-binding,  Chromosome,  Direct protein sequencing"
P70423,CTR3_MOUSE,Cationic amino acid transporter 3,Mus musculus (Mouse),"integral component of membrane IEA, plasma membrane ISO","GO:0016021, GO:0005886","L-arginine transmembrane transporter activity ISO, L-ornithine transmembrane transporter activity ISO, basic amino acid transmembrane transporter activity IDA, arginine transmembrane transporter activity IDA, L-lysine transmembrane transporter activity IDA, amino acid transmembrane transporter activity IBA","GO:0015171, GO:0000064, GO:0015174, GO:0015181, GO:0061459, GO:0015189","lysine transport ISO, regulation of TOR signaling ISO, amino acid transport IBA, arginine transport IDA, ornithine transport ISO, L-ornithine transmembrane transport IBA, L-arginine import across plasma membrane ISO, L-lysine import across plasma membrane ISO, L-ornithine import across plasma membrane ISO","GO:0097639, GO:0006865, GO:0032006, GO:0097638, GO:0015809, GO:0015822, GO:1903352, GO:0097640, GO:0015819"," Glycoprotein, Phosphoprotein,  Cell membrane, Amino-acid transport,  Transmembrane,  Reference proteome, Transport,  Transmembrane helix,  Membrane"
